Name,Affiliation,Google Scholar Profile ,ORCID Profile ,Research Gate Profile,Resarch Interests/Focus,Tags,Collaborators,Notes
Anao Zhang,"University of Michigan, Ann Arbor",https://scholar.google.com/citations?user=AW8xAZAAAAAJ,https://orcid.org/0000-0002-3199-1113,https://www.researchgate.net/profile/Anao-Zhang,Health and mental; Evidence-based practice; Psychosocial oncology; Social determinants of health; Integrated behavioral health; and Quantitative methods,,,
Ashley N. Jackson,Washington University in St. Louis,https://scholar.google.com/citations?user=LTesfXkAAAAJ&hl=en,https://orcid.org/0000-0002-5908-4806,https://www.researchgate.net/profile/Ashley-Jackson-29,"historical and contemporary patterns of police violence, the effects of police contact on psychological well-being, and legal and racial socialization in communities of color.",,,
Ruopeng An,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=uQxj230AAAAJ,https://orcid.org/0000-0001-9632-0209,https://www.researchgate.net/profile/Ruopeng-An-2,"Applications of artificial intelligence and big data analytics in public health
Environmental and policy influences on dietary behavior, physical activity, and obesity
Social and economic determinants of health",,,
Sheretta Butler-Barnes,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=Q-ay2ukAAAAJ,https://orcid.org/0000-0003-1871-5293,https://www.researchgate.net/profile/Sheretta-Butler-Barnes,"African American families
Risk and resilience
Racial justice in learning contexts
Gender and education
Religiosity",,,
Leopoldo J. Cabassa,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=_dDjKDgAAAAJ,https://orcid.org/0000-0002-1872-4141,n/a,"Racial/ethnic disparities in health and mental health care
Implementation science
Integration of physical and mental health services
Mental health services",,,
Renee Cunningham-Williams,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=83d0UC4AAAAJ,https://orcid.org/0000-0002-3940-3216,https://www.researchgate.net/profile/Renee-Cunningham-Williams,"Capacity development in higher education
Health and mental health disparities
Pathological gambling and comorbidity
Risk-taking, substance use (including cigarette and hookah use) and antisocial behaviors",,,
Shenyang Guo,Washington University in St. Louis,n/a,https://orcid.org/0000-0003-3643-6415,n/a,"Quantitative research methodology
Program and practice evaluations
Child welfare
Child mental health",,,"Publishing, but no profiles"
Tyriesa Howell,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=7cBsogkAAAAJ,https://orcid.org/0000-0002-8140-7333,https://www.researchgate.net/profile/Tyriesa-Howell,"Sexual health
Reproductive health
mHealth interventions
Racial disparities in health
Social work education",,,
Darrell Hudson,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=fRfqRAIAAAAJ,https://orcid.org/0000-0003-1385-5887,https://www.researchgate.net/profile/Darrell-Hudson-2,"Racial/ethnic health inequalities
Social determinants of health
Social mobility
Stress and health
Mental health",,,
Sean Joe,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=qasirHkAAAAJ,https://orcid.org/0000-0002-6461-5501,https://www.researchgate.net/profile/Sean-Joe,"Black male social mobility
Black suicidal behavior
Community Organizing Intervention Research
Father-focused family-based interventions
Community Science",,,
Jack Kirkland,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=-1DO8dcAAAAJ,https://orcid.org/0000-0002-3935-8718,n/a,"International and national community economic development
Urban issues
International, state and regional planning
International social development
Multicultural education",,,
Husain Lateef,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=TedYn9gAAAAJ,https://orcid.org/0000-0001-9635-5022,https://www.researchgate.net/profile/Husain-Lateef,"Black adolescents and emerging adults
Young Black male premature mortality prevention
Afrocentric/African-centered social work research
Justice-involved youth & adolescents
Juvenile offender reentry",,,
Von Nebbitt,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=TedYn9gAAAAJ,https://orcid.org/0000-0001-9635-5022,n/a,"African-American youth
Public housing
Delinquency
High-risk youth behavior",,,
Jason Purnell,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=-UGXbTcAAAAJ,https://orcid.org/0000-0003-2536-0793,https://www.researchgate.net/profile/Jason-Purnell,"Health equity
Social determinants of health
Research translation for population health improvement
Health behavior",,,
Rodrigo Reis,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=IbCRHxoAAAAJ,https://orcid.org/0000-0002-9872-9865,https://www.researchgate.net/profile/Rodrigo-Reis-4,"Physical activity
International health
Urban design and health
Transportation and health
Built Environment and health",,,
Deborah Salvo,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=5m0_st4AAAAJ,https://orcid.org/0000-0002-9726-0882,https://www.researchgate.net/profile/Deborah-Salvo,"Spatial epidemiology
Physical activity research and capacity building
Chronic disease prevention
Global health disparities
Latin American populations & US-based minorities",,,
Fred Ssewamala,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=v-9uzlUAAAAJ,https://orcid.org/0000-0002-4849-5650,https://www.researchgate.net/profile/Fred-Ssewamala,"Microfinance
Asset-based social programs
Disadvantaged children
Social and economic development policy
Children and adolescent health",,,
Vetta Thompson,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=RcBTMPAAAAAJ,https://orcid.org/0000-0002-0415-9196,https://www.researchgate.net/profile/Vetta-Sanders-Thompson,"Cultural competence
Racial identity
Disparities in health and mental health services
Implications of race and ethnicity
Access to health services",,,
Proscovia Nabunya,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=lD_fZgUAAAAJ,https://orcid.org/0000-0002-9088-5839,https://www.researchgate.net/profile/Proscovia-Nabunya,"Asset-based interventions
Children and families affected by HIV/AIDS
Family and community-based social support systems
HIV-related stigma and social isolation",,,
Luis Parra,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=NOJk3ncAAAAJ,n/a,n/a,"LGBTQ and Latinx mental health
Biological correlates of discrimination and mental health
Heterosexism and Racism
Intersectionality quantitative methods
Interpersonal and intrapersonal coping processes",,,
Diana Parra Perez,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=l-cJ1ZsAAAAJ,https://orcid.org/0000-0002-9797-6231,n/a,"Food Justice & Nutrition Sovereignty
Mindfulness & Yoga
Latino Wellbeing
Active Living",,,
Kim Thuy Seelinger,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=ugNJYKYAAAAJ,https://orcid.org/0000-0002-9940-1968,https://www.researchgate.net/profile/Kim-Thuy-Seelinger,"Sexual and gender-based violence
Refugee protection
Survivors’ support in humanitarian crises
War crimes, crimes against humanity, genocide
Immigrants' rights",,,
Liwei Zhang,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=mvicWYUAAAAJ,n/a,https://www.researchgate.net/profile/Liwei-Zhang-4,"Child welfare
Child abuse and neglect prevention
Immigrant and racial/ethnic minority families and children
Economic inequality and instability
Neighborhood and community",,,
Mashura Akilova,Columbia University,n/a,https://orcid.org/0000-0002-2297-0580,https://www.researchgate.net/profile/Mashura-Akilova,"Central Asia, child labor, migrant workers",,,
Carmela Alcántara,Columbia University,https://scholar.google.com/citations?hl=en&user=8TijxYsAAAAJ,https://orcid.org/0000-0002-6460-3842,https://www.researchgate.net/profile/Carmela-Alcantara,"psychology, public health, social work, and medicine to understand how structural and social factors affect sleep, mental health, and cardiovascular health, particularly in racial/ethnic and immigrant communities",,,
Mingway Chang,Columbia University,n/a,https://orcid.org/0000-0002-6816-7187,https://www.researchgate.net/profile/Mingway-Chang,"HIV, STDs, partner violence, suicide ideation, drug use, Central Asia",,,
Courtney D. Cogburn,Columbia University,https://scholar.google.com/citations?user=8VMy4u0AAAAJ&hl=en&oi=ao,https://orcid.org/0000-0002-9179-0938,https://www.researchgate.net/profile/Courtney-Cogburn,"emerging technologies, including computational social science to examine patterns and psychosocial effects of cultural racism and how virtual reality experiences can lead to changes in attitudes, social perception and engagement",,,
Nabila El-Bassel,Columbia University,https://scholar.google.com/citations?hl=en&user=TJT0nl4AAAAJ,https://orcid.org/0000-0002-0049-5686,https://www.researchgate.net/profile/Nabila-El-Bassel,"Global health research including gender-based violence, HIV, substance use, and opioid disorders with marginalized communities",,,
Rob Eschmann,Columbia University,https://scholar.google.com/citations?user=yDkC2WsAAAAJ&hl=en&oi=ao,https://orcid.org/0000-0002-7278-1526,https://www.researchgate.net/profile/Robert-Eschmann,"educational inequality, community violence, racism, social media, and youth wellbeing",,,
Qin Gao,Columbia University,https://scholar.google.com/citations?hl=en&user=JRvjTT4AAAAJ,https://orcid.org/0000-0001-9370-6595,https://www.researchgate.net/profile/Qin-Gao-3,"Chinese welfare state, poverty and social assistance",,,
Jalana Harris,Columbia University,n/a,n/a,https://www.researchgate.net/profile/Jalana-Harris,"Clinical Assessment, intersectionality, sexual agency, cultural trauma, anti-black racism",,,
Neeraj Kaushal,Columbia University,https://scholar.google.com/citations?user=37uys3kAAAAJ&hl=en&oi=ao,https://orcid.org/0000-0001-6466-1367,https://www.researchgate.net/profile/Neeraj-Kaushal-5,Low-income immigrant families and children,,,
Jinyu Liu,Columbia University,https://scholar.google.com/citations?user=GGDTVtsAAAAJ&hl=en&oi=ao,n/a,https://www.researchgate.net/profile/Jinyu-Liu-15,Aging and health in Chinese older adults,,,
Ronald B. Mincy,Columbia University,https://scholar.google.com/citations?user=prJMtZcAAAAJ&hl=en&oi=sra,n/a,n/a,Economically vulnerable fathers,,,
Desmond Upton Patton,Columbia University,https://scholar.google.com/citations?user=Il-GLPIAAAAJ&hl=en&oi=ao,n/a,https://www.researchgate.net/profile/Desmond-Patton,Youth and online violence,,,
Elwin Wu,Columbia University,https://scholar.google.com/citations?user=dXDrT_oAAAAJ&hl=en&oi=ao,https://orcid.org/0000-0003-4253-3430,https://www.researchgate.net/profile/Elwin-Wu,"Social justice as a mechanism to improve health; Addressing intersectionality among sexual/gender diverse and BIPOC (Black, Indigenous, and People of Color) communities",,,
Adrian Aguilera,University of California--Berkeley,https://scholar.google.com/citations?user=F8ITzJkAAAAJ&hl=en&oi=ao,https://orcid.org/0000-0003-1773-8768,https://www.researchgate.net/profile/Adrian-Aguilera,Mobile Technology (mHealth) and Mental Health; Machine Learning and Health; Digital health; Latino Mental Health; Health Disparities; Cognitive-Behavioral Therapy for Depression; Primary Care Based Mental Health,,,
Yu-Ling Chang,University of California--Berkeley,https://scholar.google.com/citations?hl=en&user=PKJ_mM4AAAAJ,n/a,https://www.researchgate.net/profile/Yu-Ling-Chang-4,Poverty and Inequality; Unemployment and Labor Studies; Social Safety Net Programs / Income and Work Supports; Policy Analysis; International Social Welfare,,,
